rna_id	rna_type	rna_subtype
77705	miRNA	mir-31
77706	miRNA	mir-31
77707	miRNA	mir-31
77700	miRNA	mir-31
77701	miRNA	mir-31
77702	miRNA	mir-31
77703	miRNA	mir-31
87514	Cyano-2 RNA	Cyano-2
87515	Cyano-2 RNA	Cyano-2
95814	Group II intron	group-II-D1D4-1
87513	Cyano-2 RNA	Cyano-2
41752	tRNA	tRNA
75708	snoRNA	SNORA26
75709	snoRNA	SNORA26
41753	tRNA	tRNA
75702	snoRNA	SNORA26
75703	snoRNA	SNORA26
75700	snoRNA	SNORA26
75701	snoRNA	SNORA26
75706	snoRNA	SNORA26
75707	snoRNA	SNORA26
75704	snoRNA	SNORA26
75705	snoRNA	SNORA26
41751	tRNA	tRNA
41756	tRNA	tRNA
41757	tRNA	tRNA
41754	tRNA	tRNA
41755	tRNA	tRNA
5148	16S	16S
5149	16S	16S
5146	16S	16S
5147	16S	16S
5144	16S	16S
5145	16S	16S
5142	16S	16S
5143	16S	16S
5140	16S	16S
5141	16S	16S
70288	snoRNA	snoR43
70289	snoRNA	snoR43
70280	snoRNA	snoJ33
70281	snoRNA	snoR43
70282	snoRNA	snoR43
70283	snoRNA	snoR43
70284	snoRNA	snoR43
70285	snoRNA	snoR43
70286	snoRNA	snoR43
70287	snoRNA	snoR43
89270	SAM-Chlorobi RNA	SAM-Chlorobi
93876	Riboswitch	THF
32419	tRNA	tRNA
87309	Cyano-1 RNA	Cyano-1
87308	Cyano-1 RNA	Cyano-1
54027	tRNA	tRNA
87303	Cyano-1 RNA	Cyano-1
87302	Cyano-1 RNA	Cyano-1
87301	Cyano-1 RNA	Cyano-1
87300	Cyano-1 RNA	Cyano-1
87307	Cyano-1 RNA	Cyano-1
87306	Cyano-1 RNA	Cyano-1
87305	Cyano-1 RNA	Cyano-1
87304	Cyano-1 RNA	Cyano-1
36688	tRNA	tRNA
36689	tRNA	tRNA
36686	tRNA	tRNA
36687	tRNA	tRNA
36684	tRNA	tRNA
36685	tRNA	tRNA
36682	tRNA	tRNA
36683	tRNA	tRNA
36680	tRNA	tRNA
36681	tRNA	tRNA
93878	Riboswitch	THF
15887	5S	5S
15886	5S	5S
84458	Bacterial sRNA	IsrR
84459	Bacterial sRNA	IsrR
15883	5S	5S
15882	5S	5S
15881	5S	5S
15880	5S	5S
84452	Bacterial sRNA	IsrR
84453	Bacterial sRNA	IsrR
84450	Bacterial sRNA	IsrR
84451	Bacterial sRNA	IsrR
84456	Bacterial sRNA	IsrR
84457	Bacterial sRNA	IsrR
15889	5S	5S
15888	5S	5S
93879	Riboswitch	THF
70868	RNA Fragment	RNaseP_arch
70869	RNA Fragment	RNaseP_arch
70864	RNA Fragment	RNaseP_arch
70865	RNA Fragment	RNaseP_arch
70866	RNA Fragment	RNaseP_arch
70867	RNA Fragment	RNaseP_arch
70860	RNA Fragment	RNaseP_arch
70861	RNA Fragment	RNaseP_arch
70862	RNA Fragment	RNaseP_arch
70863	RNA Fragment	RNaseP_arch
33300	tRNA	tRNA
33301	tRNA	tRNA
33302	tRNA	tRNA
33303	tRNA	tRNA
18909	5S	5S
18908	5S	5S
33306	tRNA	tRNA
33307	tRNA	tRNA
33308	tRNA	tRNA
33309	tRNA	tRNA
18907	5S	5S
18906	5S	5S
18901	5S	5S
18900	5S	5S
18903	5S	5S
18902	5S	5S
30653	tRNA	tRNA
30652	tRNA	tRNA
30651	tRNA	tRNA
76429	Viral RNA	cHP
30657	tRNA	tRNA
30656	tRNA	tRNA
30655	tRNA	tRNA
30654	tRNA	tRNA
76422	Viral RNA	cHP
76423	Viral RNA	cHP
30659	tRNA	tRNA
30658	tRNA	tRNA
76426	Viral RNA	cHP
76427	Viral RNA	cHP
39415	tRNA	tRNA
76425	Viral RNA	cHP
97077	Group II intron	group-II-D1D4-7
88327	Flavo-1 RNA	Flavo-1
12648	16S	16S
12649	16S	16S
37159	tRNA	tRNA
37158	tRNA	tRNA
100144	Bacterial sRNA	P34
37151	tRNA	tRNA
37150	tRNA	tRNA
37153	tRNA	tRNA
37152	tRNA	tRNA
37155	tRNA	tRNA
37154	tRNA	tRNA
37157	tRNA	tRNA
37156	tRNA	tRNA
83105	snoRNA	snR43
83104	snoRNA	snR43
83107	snoRNA	snR31
83106	snoRNA	snR43
83101	snoRNA	snR43
83100	snoRNA	snR43
83103	snoRNA	snR43
83102	snoRNA	snR43
83109	snoRNA	snR31
83108	snoRNA	snR31
100145	Bacterial sRNA	P34
44889	tRNA	tRNA
44888	tRNA	tRNA
44885	tRNA	tRNA
44884	tRNA	tRNA
44887	tRNA	tRNA
44886	tRNA	tRNA
44881	tRNA	tRNA
44880	tRNA	tRNA
44883	tRNA	tRNA
44882	tRNA	tRNA
15478	16S	16S
100146	snoRNA	snoR124
38086	tRNA	tRNA
38087	tRNA	tRNA
38084	tRNA	tRNA
38085	tRNA	tRNA
38082	tRNA	tRNA
38083	tRNA	tRNA
38080	tRNA	tRNA
38081	tRNA	tRNA
38088	tRNA	tRNA
38089	tRNA	tRNA
100147	snoRNA	snoR124
15472	16S	16S
97036	Group II intron	group-II-D1D4-7
13818	16S	16S
15473	16S	16S
13816	16S	16S
13817	16S	16S
13814	16S	16S
13815	16S	16S
13812	16S	16S
13813	16S	16S
13810	16S	16S
13811	16S	16S
15471	16S	16S
96219	Group II intron	group-II-D1D4-3
96218	Group II intron	group-II-D1D4-3
96217	Group II intron	group-II-D1D4-3
15476	16S	16S
96215	Group II intron	group-II-D1D4-3
96214	Group II intron	group-II-D1D4-3
96213	Group II intron	group-II-D1D4-3
96212	Group II intron	group-II-D1D4-3
96211	Group II intron	group-II-D1D4-3
15477	16S	16S
15474	16S	16S
15475	16S	16S
95817	Group II intron	group-II-D1D4-1
91971	pan motif	pan
89367	Riboswitch	SAM-I-IV-variant
89366	Riboswitch	SAM-I-IV-variant
89365	Riboswitch	SAM-I-IV-variant
89364	Riboswitch	SAM-I-IV-variant
89363	Riboswitch	SAM-I-IV-variant
89362	Riboswitch	SAM-I-IV-variant
89361	Riboswitch	SAM-I-IV-variant
89360	Riboswitch	SAM-I-IV-variant
100645	Bacterial sRNA	Ms_AS-8
89369	Riboswitch	SAM-I-IV-variant
89368	Riboswitch	SAM-I-IV-variant
100644	Bacterial sRNA	Ms_AS-8
100643	Bacterial sRNA	Ms_AS-5
100642	Bacterial sRNA	Ms_AS-5
100641	Bacterial sRNA	Ms_AS-5
82478	snoRNA	SNORD127
82479	snoRNA	SNORD127
82476	snoRNA	SNORD19B
82477	snoRNA	SNORD127
82474	snoRNA	SNORD19B
82475	snoRNA	SNORD19B
82472	snoRNA	SNORD19B
82473	snoRNA	SNORD19B
82470	snoRNA	SNORD19B
82471	snoRNA	SNORD19B
60568	Ribozyme	Hammerhead_3
60569	Ribozyme	Hammerhead_3
19851	5S	5S
60560	Ribozyme	Hammerhead_3
60561	Ribozyme	Hammerhead_3
60562	Ribozyme	Hammerhead_3
60563	Ribozyme	Hammerhead_3
60564	Ribozyme	Hammerhead_3
60565	Ribozyme	Hammerhead_3
60566	Ribozyme	Hammerhead_3
60567	Ribozyme	Hammerhead_3
19853	5S	5S
21040	tRNA	tRNA
21041	tRNA	tRNA
21042	tRNA	tRNA
21043	tRNA	tRNA
19858	5S	5S
97168	miRNA	mir-3017
19859	5S	5S
97166	miRNA	mir-3017
97167	miRNA	mir-3017
97164	miRNA	mir-3017
97165	miRNA	mir-3017
97162	miRNA	mir-3017
97163	miRNA	mir-3017
97160	miRNA	mir-1180
97161	miRNA	mir-1180
99308	Bacterial sRNA	ar7
99309	Bacterial sRNA	ar7
99300	Bacterial sRNA	ar7
21048	tRNA	tRNA
99302	Bacterial sRNA	ar7
99303	Bacterial sRNA	ar7
99304	Bacterial sRNA	ar7
99305	Bacterial sRNA	ar7
99306	Bacterial sRNA	ar7
21049	tRNA	tRNA
263	16S	16S
262	16S	16S
261	16S	16S
260	16S	16S
267	16S	16S
266	16S	16S
265	16S	16S
264	16S	16S
269	16S	16S
268	16S	16S
88016	Downstream peptide RNA	Downstream-peptide
88017	Downstream peptide RNA	Downstream-peptide
88014	Downstream peptide RNA	Downstream-peptide
88015	Downstream peptide RNA	Downstream-peptide
88012	Downstream peptide RNA	Downstream-peptide
88013	Downstream peptide RNA	Downstream-peptide
88010	Downstream peptide RNA	Downstream-peptide
88011	Downstream peptide RNA	Downstream-peptide
88018	Downstream peptide RNA	Downstream-peptide
88019	Downstream peptide RNA	Downstream-peptide
52479	tRNA	tRNA
52478	tRNA	tRNA
17247	16S	16S
17246	16S	16S
17245	16S	16S
52474	tRNA	tRNA
52473	tRNA	tRNA
52472	tRNA	tRNA
52471	tRNA	tRNA
52470	tRNA	tRNA
10738	16S	16S
10739	16S	16S
53706	tRNA	tRNA
53707	tRNA	tRNA
10734	16S	16S
10735	16S	16S
10732	16S	16S
53703	tRNA	tRNA
53700	tRNA	tRNA
53701	tRNA	tRNA
49590	tRNA	tRNA
49591	tRNA	tRNA
63039	Group II intron	Group II Intro or  Group II Introns
63038	Group II intron	Group II Intro or  Group II Introns
49594	tRNA	tRNA
49595	tRNA	tRNA
49596	tRNA	tRNA
49597	tRNA	tRNA
63033	Group II intron	Group II Intro or  Group II Introns
63032	Group II intron	Group II Intro or  Group II Introns
63031	Group II intron	Group II Intro or  Group II Introns
63030	Group II intron	Group II Intro or  Group II Introns
63037	Group II intron	Group II Intro or  Group II Introns
63036	Group II intron	Group II Intro or  Group II Introns
63035	Group II intron	Group II Intro or  Group II Introns
63034	Group II intron	Group II Intro or  Group II Introns
98840	MAT2A 3'UTR stem loop A	MAT2A_A
12398	16S	16S
12399	16S	16S
12396	16S	16S
12397	16S	16S
12394	16S	16S
12395	16S	16S
12392	16S	16S
12393	16S	16S
12390	16S	16S
12391	16S	16S
829	16S	16S
828	16S	16S
53018	tRNA	tRNA
58080	RPRNA	RPRNA
58081	RPRNA	RPRNA
58082	RPRNA	RPRNA
58083	RPRNA	RPRNA
46818	tRNA	tRNA
58085	RPRNA	RPRNA
58086	RPRNA	RPRNA
58087	RPRNA	RPRNA
46814	tRNA	tRNA
46815	tRNA	tRNA
46816	tRNA	tRNA
46817	tRNA	tRNA
46810	tRNA	tRNA
46811	tRNA	tRNA
46812	tRNA	tRNA
46813	tRNA	tRNA
821	16S	16S
820	16S	16S
44418	tRNA	tRNA
44419	tRNA	tRNA
44412	tRNA	tRNA
44413	tRNA	tRNA
44410	tRNA	tRNA
44411	tRNA	tRNA
44416	tRNA	tRNA
44417	tRNA	tRNA
44414	tRNA	tRNA
44415	tRNA	tRNA
86293	Riboswitch	Bacillaceae-1
13049	16S	16S
13048	16S	16S
13041	16S	16S
13040	16S	16S
13043	16S	16S
13042	16S	16S
13045	16S	16S
13044	16S	16S
13047	16S	16S
13046	16S	16S
97555	IMES-1 RNA motif	IMES-1
100304	Bacterial sRNA	Bp2_287
67648	Riboswitch	Cobalamin
67649	Riboswitch	Cobalamin
67640	Riboswitch	Cobalamin
67641	Riboswitch	Cobalamin
67642	Riboswitch	Cobalamin
67643	Riboswitch	Cobalamin
67644	Riboswitch	Cobalamin
67645	Riboswitch	Cobalamin
67646	Riboswitch	Cobalamin
67647	Riboswitch	Cobalamin
42393	tRNA	tRNA
66519	Riboswitch	SAM
66518	Riboswitch	SAM
100305	Bacterial sRNA	Bp2_287
42392	tRNA	tRNA
66513	Riboswitch	SAM
66512	Riboswitch	SAM
66511	Riboswitch	SAM
66510	Riboswitch	SAM
66517	Riboswitch	SAM
66516	Riboswitch	SAM
66515	Riboswitch	SAM
66514	Riboswitch	SAM
27622	tRNA	tRNA
27623	tRNA	tRNA
27620	tRNA	tRNA
27621	tRNA	tRNA
27626	tRNA	tRNA
27627	tRNA	tRNA
27624	tRNA	tRNA
27625	tRNA	tRNA
42397	tRNA	tRNA
27628	tRNA	tRNA
27629	tRNA	tRNA
42396	tRNA	tRNA
97948	IMES-2 RNA motif	IMES-2
42395	tRNA	tRNA
97944	IMES-2 RNA motif	IMES-2
97945	IMES-2 RNA motif	IMES-2
97946	IMES-2 RNA motif	IMES-2
42394	tRNA	tRNA
97940	IMES-2 RNA motif	IMES-2
97941	IMES-2 RNA motif	IMES-2
97942	IMES-2 RNA motif	IMES-2
97943	IMES-2 RNA motif	IMES-2
60669	RNA Fragment	RNaseP_nuc
42399	tRNA	tRNA
1713	16S	16S
42398	tRNA	tRNA
47756	tRNA	tRNA
1712	16S	16S
47757	tRNA	tRNA
1711	16S	16S
8552	5S	5S
8553	5S	5S
8550	5S	5S
8551	5S	5S
8556	16S	16S
8557	16S	16S
8554	5S	5S
8555	16S	16S
65897	snoRNA	SNORD16
65896	snoRNA	SNORD16
8558	16S	16S
8559	16S	16S
65893	snoRNA	SNORD83
65892	snoRNA	SNORD83
65891	snoRNA	SNORD83
65890	snoRNA	SNORD83
92271	potC RNA	potC
92270	potC RNA	potC
92273	potC RNA	potC
92272	potC RNA	potC
92275	potC RNA	potC
1715	16S	16S
92277	potC RNA	potC
92276	potC RNA	potC
92279	potC RNA	potC
2032	16S	16S
1714	16S	16S
50428	tRNA	tRNA
50429	tRNA	tRNA
50426	tRNA	tRNA
50427	tRNA	tRNA
50424	tRNA	tRNA
50425	tRNA	tRNA
50422	tRNA	tRNA
1719	16S	16S
50420	tRNA	tRNA
50421	tRNA	tRNA
1718	16S	16S
52864	tRNA	tRNA
52865	tRNA	tRNA
52866	tRNA	tRNA
52867	tRNA	tRNA
52860	tRNA	tRNA
52861	tRNA	tRNA
52862	tRNA	tRNA
52863	tRNA	tRNA
52868	tRNA	tRNA
52869	tRNA	tRNA
60911	RNA Fragment	RNaseP_bact_a
60910	RNA Fragment	RNaseP_bact_a
60913	RNA Fragment	RNaseP_bact_a
60912	RNA Fragment	RNaseP_bact_a
60915	RNA Fragment	RNaseP_bact_a
60914	RNA Fragment	RNaseP_bact_a
60917	RNA Fragment	RNaseP_bact_a
60916	RNA Fragment	RNaseP_bact_a
60919	RNA Fragment	RNaseP_bact_a
60918	RNA Fragment	RNaseP_bact_a
26577	tRNA	tRNA
26576	tRNA	tRNA
26571	tRNA	tRNA
26570	tRNA	tRNA
26573	tRNA	tRNA
26572	tRNA	tRNA
94686	Signal Recognition Particle RNA	Plant_SRP
65273	snoRNA	SNORD116
65272	snoRNA	SNORD116
65271	snoRNA	SNORD116
65270	snoRNA	SNORD116
65277	snoRNA	SNORD116
65276	snoRNA	SNORD116
65275	snoRNA	SNORD116
65274	snoRNA	SNORD116
65279	snoRNA	SNORD116
65278	snoRNA	SNORD116
92895	yjdF RNA	yjdF
92894	yjdF RNA	yjdF
92897	snoRNA	srg1
92896	snoRNA	srg1
92891	yjdF RNA	yjdF
92890	yjdF RNA	yjdF
92893	yjdF RNA	yjdF
47421	tRNA	tRNA
92899	cspA thermoregulator	cspA
92898	cspA thermoregulator	cspA
71249	ydaO/yuaA leader	ydaO-yuaA
69952	snoRNA	SNORD48
13591	16S	16S
69953	snoRNA	SCARNA18
13590	16S	16S
13735	16S	16S
49018	tRNA	tRNA
13734	16S	16S
94684	Signal Recognition Particle RNA	Plant_SRP
69956	snoRNA	SCARNA18
71248	ydaO/yuaA leader	ydaO-yuaA
69957	snoRNA	SCARNA18
69954	snoRNA	SCARNA18
69955	snoRNA	SCARNA18
45542	tRNA	tRNA
94685	Signal Recognition Particle RNA	Plant_SRP
13599	16S	16S
13598	16S	16S
81408	miRNA	mir-598
81409	miRNA	mir-598
92420	radC RNA	radC
94682	Signal Recognition Particle RNA	Plant_SRP
53121	tRNA	tRNA
52538	tRNA	tRNA
53127	tRNA	tRNA
96374	Group II intron	group-II-D1D4-3
96375	Group II intron	group-II-D1D4-3
43279	tRNA	tRNA
94683	Signal Recognition Particle RNA	Plant_SRP
43278	tRNA	tRNA
52539	tRNA	tRNA
96370	Group II intron	group-II-D1D4-3
96371	Group II intron	group-II-D1D4-3
96372	Group II intron	group-II-D1D4-3
96373	Group II intron	group-II-D1D4-3
94680	Signal Recognition Particle RNA	Plant_SRP
90566	glnA RNA	glnA
43273	tRNA	tRNA
43272	tRNA	tRNA
96378	Group II intron	group-II-D1D4-3
94681	Signal Recognition Particle RNA	Plant_SRP
96379	Group II intron	group-II-D1D4-3
96815	Group II intron	group-II-D1D4-6
96814	Group II intron	group-II-D1D4-6
508	16S	16S
96819	Group II intron	group-II-D1D4-6
96818	Group II intron	group-II-D1D4-6
6808	16S	16S
6809	16S	16S
6806	16S	16S
6807	16S	16S
6804	16S	16S
6805	16S	16S
6802	16S	16S
15712	5S	5S
6800	16S	16S
6801	16S	16S
9744	16S	16S
9745	16S	16S
9746	16S	16S
9747	16S	16S
9740	16S	16S
9741	16S	16S
9742	16S	16S
9743	16S	16S
94905	Non-coding RNA LOC285194	TUSC7
9748	16S	16S
9749	16S	16S
94904	Non-coding RNA LOC285194	TUSC7
24155	tRNA	tRNA
24154	tRNA	tRNA
24157	tRNA	tRNA
24156	tRNA	tRNA
24151	tRNA	tRNA
24150	tRNA	tRNA
24153	tRNA	tRNA
24152	tRNA	tRNA
101247	snoRNA	LSU_rRNA_archaea
94906	Non-coding RNA LOC285194	TUSC7
24159	tRNA	tRNA
24158	tRNA	tRNA
52532	tRNA	tRNA
33678	tRNA	tRNA
33679	tRNA	tRNA
94908	Non-coding RNA LOC285194	TUSC7
33670	tRNA	tRNA
33671	tRNA	tRNA
33672	tRNA	tRNA
33673	tRNA	tRNA
33674	tRNA	tRNA
33675	tRNA	tRNA
33676	tRNA	tRNA
33677	tRNA	tRNA
98857	MAT2A 3'UTR stem loop B	MAT2A_B
30329	tRNA	tRNA
30328	tRNA	tRNA
59928	tRNA	tRNA
59929	tRNA	tRNA
59924	tRNA	tRNA
59925	tRNA	tRNA
59926	tRNA	tRNA
59927	tRNA	tRNA
59920	tRNA	tRNA
59921	tRNA	tRNA
59922	tRNA	tRNA
59923	tRNA	tRNA
15791	5S	5S
98856	MAT2A 3'UTR stem loop A	MAT2A_A
94204	snoRNA	Plant_U3
52530	tRNA	tRNA
94205	snoRNA	Plant_U3
68353	RsmY RNA family	RsmY
68352	RsmY RNA family	RsmY
68351	RsmY RNA family	RsmY
68350	RsmY RNA family	RsmY
68357	Viral RNA	AMV_RNA1_SL
68356	Viral RNA	AMV_RNA1_SL
68355	RsmY RNA family	RsmY
68354	RsmY RNA family	RsmY
68359	Viral RNA	AMV_RNA1_SL
68358	Viral RNA	AMV_RNA1_SL
98855	MAT2A 3'UTR stem loop A	MAT2A_A
94208	snoRNA	Plant_U3
91400	glnA RNA	glnA
97059	Group II intron	group-II-D1D4-7
98854	MAT2A 3'UTR stem loop A	MAT2A_A
60359	tRNA	tRNA
76152	snoRNA	SNORA79
76153	snoRNA	SNORA79
76150	snoRNA	SNORA79
60358	tRNA	tRNA
76156	snoRNA	SCARNA20
76157	snoRNA	SCARNA20
76154	snoRNA	SCARNA20
76155	snoRNA	SCARNA20
76158	snoRNA	SCARNA20
76159	snoRNA	SCARNA21
66946	Riboswitch	Purine
60353	tRNA	tRNA
50858	tRNA	tRNA
43188	tRNA	tRNA
10488	16S	16S
52534	tRNA	tRNA
10489	16S	16S
34150	tRNA	tRNA
34151	tRNA	tRNA
34152	tRNA	tRNA
72388	snoRNA	SCARNA16
34154	tRNA	tRNA
34155	tRNA	tRNA
34156	tRNA	tRNA
34157	tRNA	tRNA
72383	snoRNA	SCARNA4
72382	snoRNA	SCARNA4
72381	snoRNA	SCARNA4
72380	snoRNA	SCARNA4
72387	snoRNA	SCARNA4
72386	snoRNA	SCARNA4
72385	snoRNA	SCARNA4
72384	snoRNA	SCARNA4
35203	tRNA	tRNA
35202	tRNA	tRNA
35201	tRNA	tRNA
73479	Viral RNA	HIV_FE
35207	tRNA	tRNA
35206	tRNA	tRNA
35205	tRNA	tRNA
35204	tRNA	tRNA
73472	snoRNA	snosnR71
66948	Riboswitch	Purine
35209	tRNA	tRNA
73471	snoRNA	SCARNA6
73476	snoRNA	snosnR71
73477	snoRNA	snosnR71
73474	snoRNA	snosnR71
73475	snoRNA	snosnR71
23275	tRNA	tRNA
23274	tRNA	tRNA
23277	tRNA	tRNA
23276	tRNA	tRNA
23271	tRNA	tRNA
23270	tRNA	tRNA
23273	tRNA	tRNA
23272	tRNA	tRNA
96975	Group II intron	group-II-D1D4-7
101350	Ribosomal RNA	LSU_rRNA_bacteria
23279	tRNA	tRNA
23278	tRNA	tRNA
10483	16S	16S
10484	16S	16S
10485	16S	16S
10486	16S	16S
10487	16S	16S
91979	pan motif	pan
14909	16S	16S
43868	tRNA	tRNA
43869	tRNA	tRNA
43866	tRNA	tRNA
43867	tRNA	tRNA
43864	tRNA	tRNA
43865	tRNA	tRNA
43862	tRNA	tRNA
43863	tRNA	tRNA
43860	tRNA	tRNA
43861	tRNA	tRNA
87585	Downstream peptide RNA	Downstream-peptide
15970	5S	5S
87584	Downstream peptide RNA	Downstream-peptide
87587	Downstream peptide RNA	Downstream-peptide
14901	16S	16S
87586	Downstream peptide RNA	Downstream-peptide
14900	16S	16S
22158	tRNA	tRNA
87580	Downstream peptide RNA	Downstream-peptide
87583	Downstream peptide RNA	Downstream-peptide
87582	Downstream peptide RNA	Downstream-peptide
14904	16S	16S
94719	Signal Recognition Particle RNA	Protozoa_SRP
94710	Signal Recognition Particle RNA	Plant_SRP
94711	Signal Recognition Particle RNA	Plant_SRP
94712	Signal Recognition Particle RNA	Plant_SRP
94713	Signal Recognition Particle RNA	Protozoa_SRP
98859	MAT2A 3'UTR stem loop B	MAT2A_B
56283	tmRNA	tmRNA
94714	Signal Recognition Particle RNA	Protozoa_SRP
48530	tRNA	tRNA
94716	Signal Recognition Particle RNA	Protozoa_SRP
94717	Signal Recognition Particle RNA	Protozoa_SRP
98858	MAT2A 3'UTR stem loop B	MAT2A_B
85608	snoRNA	ceN45
85609	snoRNA	ceN46
85604	snoRNA	ceN44
85605	snoRNA	ceN45
85606	snoRNA	ceN45
85607	snoRNA	ceN45
85600	snoRNA	ceN43
85601	snoRNA	ceN43
85602	snoRNA	ceN44
85603	snoRNA	ceN44
38518	tRNA	tRNA
38519	tRNA	tRNA
52738	tRNA	tRNA
38514	tRNA	tRNA
38515	tRNA	tRNA
38516	tRNA	tRNA
38517	tRNA	tRNA
38510	tRNA	tRNA
38511	tRNA	tRNA
38512	tRNA	tRNA
38513	tRNA	tRNA
70129	snoRNA	snoR16
70128	snoRNA	snoR16
70125	snoRNA	snoR16
70124	snoRNA	snoR16
70127	snoRNA	snoR16
70126	snoRNA	snoR16
70121	snoRNA	snoR16
70120	snoRNA	snoR16
70123	snoRNA	snoR16
70122	snoRNA	snoR16
71298	ykoK leader	ykoK
71299	ykoK leader	ykoK
71294	ykoK leader	ykoK
71295	ykoK leader	ykoK
71296	ykoK leader	ykoK
71297	ykoK leader	ykoK
71290	ykoK leader	ykoK
71291	ykoK leader	ykoK
71292	ykoK leader	ykoK
71293	ykoK leader	ykoK
36163	tRNA	tRNA
36162	tRNA	tRNA
36161	tRNA	tRNA
36160	tRNA	tRNA
36167	tRNA	tRNA
36166	tRNA	tRNA
36165	tRNA	tRNA
36164	tRNA	tRNA
36169	tRNA	tRNA
36168	tRNA	tRNA
94347	snoRNA	alpha_tmRNA
44639	tRNA	tRNA
52720	tRNA	tRNA
44637	tRNA	tRNA
83608	CRISPR RNA	CRISPR-DR4
83609	CRISPR RNA	CRISPR-DR4
83602	CRISPR RNA	CRISPR-DR4
83603	CRISPR RNA	CRISPR-DR4
83600	CRISPR RNA	CRISPR-DR4
83601	CRISPR RNA	CRISPR-DR4
83606	CRISPR RNA	CRISPR-DR4
83607	CRISPR RNA	CRISPR-DR4
83604	CRISPR RNA	CRISPR-DR4
83605	CRISPR RNA	CRISPR-DR4
77658	miRNA	mir-184
8028	16S	16S
8029	16S	16S
8022	16S	16S
8023	16S	16S
8020	16S	16S
8021	16S	16S
8026	16S	16S
8027	16S	16S
8024	16S	16S
8025	16S	16S
44926	tRNA	tRNA
44927	tRNA	tRNA
44924	tRNA	tRNA
44925	tRNA	tRNA
44922	tRNA	tRNA
44923	tRNA	tRNA
44920	tRNA	tRNA
44921	tRNA	tRNA
7449	16S	16S
7448	16S	16S
12474	16S	16S
44928	tRNA	tRNA
44929	tRNA	tRNA
8185	16S	16S
8184	16S	16S
8187	16S	16S
88737	PhotoRC-II RNA	PhotoRC-II
88736	PhotoRC-II RNA	PhotoRC-II
88735	PhotoRC-II RNA	PhotoRC-II
8186	16S	16S
88733	PhotoRC-II RNA	PhotoRC-II
88732	PhotoRC-II RNA	PhotoRC-II
88731	PhotoRC-II RNA	PhotoRC-II
88730	PhotoRC-II RNA	PhotoRC-II
8181	16S	16S
88739	PhotoRC-II RNA	PhotoRC-II
8180	16S	16S
8183	16S	16S
48864	tRNA	tRNA
13993	16S	16S
13992	16S	16S
13991	16S	16S
13990	16S	16S
13997	16S	16S
13996	16S	16S
13995	16S	16S
13994	16S	16S
13999	16S	16S
13998	16S	16S
99209	snoRNA	TtnuHACA3
99208	snoRNA	TtnuHACA3
23373	tRNA	tRNA
29462	tRNA	tRNA
29463	tRNA	tRNA
54029	tRNA	tRNA
29460	tRNA	tRNA
29461	tRNA	tRNA
29466	tRNA	tRNA
29467	tRNA	tRNA
29464	tRNA	tRNA
29465	tRNA	tRNA
5872	16S	16S
5873	16S	16S
5870	16S	16S
5871	16S	16S
5876	16S	16S
5877	16S	16S
5874	16S	16S
16016	5S	5S
16019	5S	5S
16018	5S	5S
5878	16S	16S
5879	16S	16S
94314	snoRNA	alpha_tmRNA
94315	snoRNA	alpha_tmRNA
94316	snoRNA	alpha_tmRNA
94317	snoRNA	alpha_tmRNA
94310	snoRNA	alpha_tmRNA
94311	snoRNA	alpha_tmRNA
94312	snoRNA	alpha_tmRNA
90332	crcB RNA	crcB
94318	snoRNA	alpha_tmRNA
94319	snoRNA	alpha_tmRNA
96787	Group II intron	group-II-D1D4-6
60249	tRNA	tRNA
60248	tRNA	tRNA
60245	tRNA	tRNA
60244	tRNA	tRNA
60247	tRNA	tRNA
60246	tRNA	tRNA
60241	tRNA	tRNA
60240	tRNA	tRNA
60243	tRNA	tRNA
60242	tRNA	tRNA
11740	16S	16S
11741	16S	16S
11742	16S	16S
11743	16S	16S
11744	16S	16S
11745	16S	16S
11746	16S	16S
11747	16S	16S
11748	16S	16S
11749	16S	16S
63918	Riboswitch	FMN
63919	Riboswitch	FMN
19599	5S	5S
19598	5S	5S
63910	Riboswitch	FMN
63911	Riboswitch	FMN
19597	5S	5S
63913	Riboswitch	FMN
19591	5S	5S
63915	Riboswitch	FMN
63916	Riboswitch	FMN
63917	Riboswitch	FMN
20890	tRNA	tRNA
20891	tRNA	tRNA
20892	tRNA	tRNA
20893	tRNA	tRNA
20894	tRNA	tRNA
20895	tRNA	tRNA
20896	tRNA	tRNA
20897	tRNA	tRNA
20898	tRNA	tRNA
20899	tRNA	tRNA
64038	miRNA	mir-7
64039	miRNA	mir-7
64032	miRNA	mir-7
64033	miRNA	mir-7
64030	miRNA	mir-7
64031	miRNA	mir-7
64036	miRNA	mir-7
64037	miRNA	mir-7
64034	miRNA	mir-7
64035	miRNA	mir-7
21521	tRNA	tRNA
45648	tRNA	tRNA
45649	tRNA	tRNA
45644	tRNA	tRNA
45645	tRNA	tRNA
45646	tRNA	tRNA
45647	tRNA	tRNA
45640	tRNA	tRNA
45641	tRNA	tRNA
45642	tRNA	tRNA
45643	tRNA	tRNA
21520	tRNA	tRNA
80399	miRNA	mir-929
80398	miRNA	mir-929
80395	miRNA	mir-929
80394	miRNA	mir-929
80397	miRNA	mir-929
80396	miRNA	mir-929
80391	miRNA	mir-1225
80390	miRNA	mir-1225
80393	miRNA	mir-929
80392	miRNA	mir-1225
12213	16S	16S
12212	16S	16S
